4 4

1200;300;0;1,0.6;0.8;0.2;1
1195;305;0;1,0.6;0.8;0.2;1
1190;310;0;1,0.6;0.8;0.2;1
1185;315;0;1,0.6;0.8;0.2;1
1180;320;0;1,0.6;0.8;0.2;1
1175;325;0;1,0.6;0.8;0.2;1
1170;330;0;1,0.6;0.8;0.2;1
1165;335;0;1,0.6;0.8;0.2;1
1160;340;0;1,0.6;0.8;0.2;1
1155;345;0;1,0.6;0.8;0.2;1
1150;350;0;1,0.6;0.8;0.2;1
1145;355;0;1,0.6;0.8;0.2;1
1140;360;0;1,0.6;0.8;0.2;1
1135;365;0;1,0.6;0.8;0.2;1
1130;370;0;1,0.6;0.8;0.2;1
1125;375;0;1,0.6;0.8;0.2;1
1120;380;0;1,0.6;0.8;0.2;1
1115;385;0;1,0.6;0.8;0.2;1
1110;390;0;1,0.6;0.8;0.2;1
1105;395;0;1,0.6;0.8;0.2;1
1100;400;0;1,0.6;0.8;0.2;1
1095;405;0;1,0.6;0.8;0.2;1
1090;410;0;1,0.6;0.8;0.2;1
1085;415;0;1,0.6;0.8;0.2;1
1080;420;0;1,0.6;0.8;0.2;1
1075;425;0;1,0.6;0.8;0.2;1
1070;430;0;1,0.6;0.8;0.2;1
1065;435;0;1,0.6;0.8;0.2;1
1060;440;0;1,0.6;0.8;0.2;1
1055;445;0;1,0.6;0.8;0.2;1
1050;450;0;1,0.6;0.8;0.2;1
1045;455;0;1,0.6;0.8;0.2;1
1040;460;0;1,0.6;0.8;0.2;1
1035;465;0;1,0.6;0.8;0.2;1
1030;470;0;1,0.6;0.8;0.2;1
1025;475;0;1,0.6;0.8;0.2;1
1020;480;0;1,0.6;0.8;0.2;1
1015;485;0;1,0.6;0.8;0.2;1
1010;490;0;1,0.6;0.8;0.2;1
1005;495;0;1,0.6;0.8;0.2;1
1000;500;0;1,0.6;0.8;0.2;1
995;505;0;1,0.6;0.8;0.2;1
990;510;0;1,0.6;0.8;0.2;1
985;515;0;1,0.6;0.8;0.2;1
980;520;0;1,0.6;0.8;0.2;1
975;525;0;1,0.6;0.8;0.2;1
970;530;0;1,0.6;0.8;0.2;1
965;535;0;1,0.6;0.8;0.2;1
960;540;0;1,0.6;0.8;0.2;1
955;545;0;1,0.6;0.8;0.2;1
950;550;0;1,0.6;0.8;0.2;1
945;555;0;1,0.6;0.8;0.2;1
940;560;0;1,0.6;0.8;0.2;1
935;565;0;1,0.6;0.8;0.2;1
930;570;0;1,0.6;0.8;0.2;1
925;575;0;1,0.6;0.8;0.2;1
920;580;0;1,0.6;0.8;0.2;1
915;585;0;1,0.6;0.8;0.2;1
910;590;0;1,0.6;0.8;0.2;1
905;595;0;1,0.6;0.8;0.2;1
900;600;0;1,0.6;0.8;0.2;1
895;605;0;1,0.6;0.8;0.2;1
890;610;0;1,0.6;0.8;0.2;1
885;615;0;1,0.6;0.8;0.2;1
880;620;0;1,0.6;0.8;0.2;1
875;625;0;1,0.6;0.8;0.2;1
870;630;0;1,0.6;0.8;0.2;1
865;635;0;1,0.6;0.8;0.2;1
860;640;0;1,0.6;0.8;0.2;1
855;645;0;1,0.6;0.8;0.2;1
850;650;0;1,0.6;0.8;0.2;1
845;655;0;1,0.6;0.8;0.2;1
840;660;0;1,0.6;0.8;0.2;1
835;665;0;1,0.6;0.8;0.2;1
830;670;0;1,0.6;0.8;0.2;1
825;675;0;1,0.6;0.8;0.2;1
820;680;0;1,0.6;0.8;0.2;1
815;685;0;1,0.6;0.8;0.2;1
810;690;0;1,0.6;0.8;0.2;1
805;695;0;1,0.6;0.8;0.2;1
800;700;0;1,0.6;0.8;0.2;1
