4 4

600;10;0;1,0.6;0.2;0.8;1
592.625;17.375;0;1,0.6;0.2;0.8;1
585.25;24.75;0;1,0.6;0.2;0.8;1
577.875;32.125;0;1,0.6;0.2;0.8;1
570.5;39.5;0;1,0.6;0.2;0.8;1
563.125;46.875;0;1,0.6;0.2;0.8;1
555.75;54.25;0;1,0.6;0.2;0.8;1
548.375;61.625;0;1,0.6;0.2;0.8;1
541;69;0;1,0.6;0.2;0.8;1
533.625;76.375;0;1,0.6;0.2;0.8;1
526.25;83.75;0;1,0.6;0.2;0.8;1
518.875;91.125;0;1,0.6;0.2;0.8;1
511.5;98.5;0;1,0.6;0.2;0.8;1
504.125;105.875;0;1,0.6;0.2;0.8;1
496.75;113.25;0;1,0.6;0.2;0.8;1
489.375;120.625;0;1,0.6;0.2;0.8;1
482;128;0;1,0.6;0.2;0.8;1
474.625;135.375;0;1,0.6;0.2;0.8;1
467.25;142.75;0;1,0.6;0.2;0.8;1
459.875;150.125;0;1,0.6;0.2;0.8;1
452.5;157.5;0;1,0.6;0.2;0.8;1
445.125;164.875;0;1,0.6;0.2;0.8;1
437.75;172.25;0;1,0.6;0.2;0.8;1
430.375;179.625;0;1,0.6;0.2;0.8;1
423;187;0;1,0.6;0.2;0.8;1
415.625;194.375;0;1,0.6;0.2;0.8;1
408.25;201.75;0;1,0.6;0.2;0.8;1
400.875;209.125;0;1,0.6;0.2;0.8;1
393.5;216.5;0;1,0.6;0.2;0.8;1
386.125;223.875;0;1,0.6;0.2;0.8;1
378.75;231.25;0;1,0.6;0.2;0.8;1
371.375;238.625;0;1,0.6;0.2;0.8;1
364;246;0;1,0.6;0.2;0.8;1
356.625;253.375;0;1,0.6;0.2;0.8;1
349.25;260.75;0;1,0.6;0.2;0.8;1
341.875;268.125;0;1,0.6;0.2;0.8;1
334.5;275.5;0;1,0.6;0.2;0.8;1
327.125;282.875;0;1,0.6;0.2;0.8;1
319.75;290.25;0;1,0.6;0.2;0.8;1
312.375;297.625;0;1,0.6;0.2;0.8;1
305;305;0;1,0.6;0.2;0.8;1
297.625;312.375;0;1,0.6;0.2;0.8;1
290.25;319.75;0;1,0.6;0.2;0.8;1
282.875;327.125;0;1,0.6;0.2;0.8;1
275.5;334.5;0;1,0.6;0.2;0.8;1
268.125;341.875;0;1,0.6;0.2;0.8;1
260.75;349.25;0;1,0.6;0.2;0.8;1
253.375;356.625;0;1,0.6;0.2;0.8;1
246;364;0;1,0.6;0.2;0.8;1
238.625;371.375;0;1,0.6;0.2;0.8;1
231.25;378.75;0;1,0.6;0.2;0.8;1
223.875;386.125;0;1,0.6;0.2;0.8;1
216.5;393.5;0;1,0.6;0.2;0.8;1
209.125;400.875;0;1,0.6;0.2;0.8;1
201.75;408.25;0;1,0.6;0.2;0.8;1
194.375;415.625;0;1,0.6;0.2;0.8;1
187;423;0;1,0.6;0.2;0.8;1
179.625;430.375;0;1,0.6;0.2;0.8;1
172.25;437.75;0;1,0.6;0.2;0.8;1
164.875;445.125;0;1,0.6;0.2;0.8;1
157.5;452.5;0;1,0.6;0.2;0.8;1
150.125;459.875;0;1,0.6;0.2;0.8;1
142.75;467.25;0;1,0.6;0.2;0.8;1
135.375;474.625;0;1,0.6;0.2;0.8;1
128;482;0;1,0.6;0.2;0.8;1
120.625;489.375;0;1,0.6;0.2;0.8;1
113.25;496.75;0;1,0.6;0.2;0.8;1
105.875;504.125;0;1,0.6;0.2;0.8;1
98.5003;511.5;0;1,0.6;0.2;0.8;1
91.1253;518.875;0;1,0.6;0.2;0.8;1
83.7503;526.25;0;1,0.6;0.2;0.8;1
76.3753;533.625;0;1,0.6;0.2;0.8;1
69.0003;541;0;1,0.6;0.2;0.8;1
61.6253;548.375;0;1,0.6;0.2;0.8;1
54.2503;555.75;0;1,0.6;0.2;0.8;1
46.8754;563.125;0;1,0.6;0.2;0.8;1
39.5004;570.5;0;1,0.6;0.2;0.8;1
32.1254;577.875;0;1,0.6;0.2;0.8;1
24.7504;585.25;0;1,0.6;0.2;0.8;1
17.3754;592.625;0;1,0.6;0.2;0.8;1
10.0004;600;0;1,0.6;0.2;0.8;1
