4 4

700;10;0;1,0.8;0.2;0.6;1
698.75;18.625;0;1,0.8;0.2;0.6;1
697.5;27.25;0;1,0.8;0.2;0.6;1
696.25;35.875;0;1,0.8;0.2;0.6;1
695;44.5;0;1,0.8;0.2;0.6;1
693.75;53.125;0;1,0.8;0.2;0.6;1
692.5;61.75;0;1,0.8;0.2;0.6;1
691.25;70.375;0;1,0.8;0.2;0.6;1
690;79;0;1,0.8;0.2;0.6;1
688.75;87.625;0;1,0.8;0.2;0.6;1
687.5;96.25;0;1,0.8;0.2;0.6;1
686.25;104.875;0;1,0.8;0.2;0.6;1
685;113.5;0;1,0.8;0.2;0.6;1
683.75;122.125;0;1,0.8;0.2;0.6;1
682.5;130.75;0;1,0.8;0.2;0.6;1
681.25;139.375;0;1,0.8;0.2;0.6;1
680;148;0;1,0.8;0.2;0.6;1
678.75;156.625;0;1,0.8;0.2;0.6;1
677.5;165.25;0;1,0.8;0.2;0.6;1
676.25;173.875;0;1,0.8;0.2;0.6;1
675;182.5;0;1,0.8;0.2;0.6;1
673.75;191.125;0;1,0.8;0.2;0.6;1
672.5;199.75;0;1,0.8;0.2;0.6;1
671.25;208.375;0;1,0.8;0.2;0.6;1
670;217;0;1,0.8;0.2;0.6;1
668.75;225.625;0;1,0.8;0.2;0.6;1
667.5;234.25;0;1,0.8;0.2;0.6;1
666.25;242.875;0;1,0.8;0.2;0.6;1
665;251.5;0;1,0.8;0.2;0.6;1
663.75;260.125;0;1,0.8;0.2;0.6;1
662.5;268.75;0;1,0.8;0.2;0.6;1
661.25;277.375;0;1,0.8;0.2;0.6;1
660;286;0;1,0.8;0.2;0.6;1
658.75;294.625;0;1,0.8;0.2;0.6;1
657.5;303.25;0;1,0.8;0.2;0.6;1
656.25;311.875;0;1,0.8;0.2;0.6;1
655;320.5;0;1,0.8;0.2;0.6;1
653.75;329.125;0;1,0.8;0.2;0.6;1
652.5;337.75;0;1,0.8;0.2;0.6;1
651.25;346.375;0;1,0.8;0.2;0.6;1
650;355;0;1,0.8;0.2;0.6;1
648.75;363.625;0;1,0.8;0.2;0.6;1
647.5;372.25;0;1,0.8;0.2;0.6;1
646.25;380.875;0;1,0.8;0.2;0.6;1
645;389.5;0;1,0.8;0.2;0.6;1
643.75;398.125;0;1,0.8;0.2;0.6;1
642.5;406.75;0;1,0.8;0.2;0.6;1
641.25;415.375;0;1,0.8;0.2;0.6;1
640;424;0;1,0.8;0.2;0.6;1
638.75;432.625;0;1,0.8;0.2;0.6;1
637.5;441.25;0;1,0.8;0.2;0.6;1
636.25;449.875;0;1,0.8;0.2;0.6;1
635;458.5;0;1,0.8;0.2;0.6;1
633.75;467.125;0;1,0.8;0.2;0.6;1
632.5;475.75;0;1,0.8;0.2;0.6;1
631.25;484.375;0;1,0.8;0.2;0.6;1
630;493;0;1,0.8;0.2;0.6;1
628.75;501.625;0;1,0.8;0.2;0.6;1
627.5;510.25;0;1,0.8;0.2;0.6;1
626.25;518.875;0;1,0.8;0.2;0.6;1
625;527.5;0;1,0.8;0.2;0.6;1
623.75;536.125;0;1,0.8;0.2;0.6;1
622.5;544.75;0;1,0.8;0.2;0.6;1
621.25;553.375;0;1,0.8;0.2;0.6;1
620;562;0;1,0.8;0.2;0.6;1
618.75;570.625;0;1,0.8;0.2;0.6;1
617.5;579.25;0;1,0.8;0.2;0.6;1
616.25;587.875;0;1,0.8;0.2;0.6;1
615;596.5;0;1,0.8;0.2;0.6;1
613.75;605.125;0;1,0.8;0.2;0.6;1
612.5;613.75;0;1,0.8;0.2;0.6;1
611.25;622.375;0;1,0.8;0.2;0.6;1
610;631;0;1,0.8;0.2;0.6;1
608.75;639.625;0;1,0.8;0.2;0.6;1
607.5;648.25;0;1,0.8;0.2;0.6;1
606.25;656.875;0;1,0.8;0.2;0.6;1
605;665.5;0;1,0.8;0.2;0.6;1
603.75;674.125;0;1,0.8;0.2;0.6;1
602.5;682.75;0;1,0.8;0.2;0.6;1
601.25;691.375;0;1,0.8;0.2;0.6;1
600;700;0;1,0.8;0.2;0.6;1
