4 4

120;300;0;1,1;0;0;1
121.974;299.856;0;1,1;0;0;1
123.995;299.724;0;1,1;0;0;1
126.063;299.604;0;1,1;0;0;1
128.177;299.497;0;1,1;0;0;1
130.336;299.401;0;1,1;0;0;1
132.541;299.318;0;1,1;0;0;1
134.789;299.248;0;1,1;0;0;1
137.08;299.19;0;1,1;0;0;1
139.415;299.144;0;1,1;0;0;1
141.791;299.111;0;1,0;0;1;1
144.209;299.091;0;1,0;0;1;1
146.668;299.083;0;1,0;0;1;1
149.167;299.089;0;1,0;0;1;1
151.706;299.107;0;1,0;0;1;1
154.283;299.138;0;1,0;0;1;1
156.899;299.182;0;1,0;0;1;1
159.552;299.239;0;1,0;0;1;1
162.242;299.31;0;1,0;0;1;1
164.968;299.393;0;1,0;0;1;1
167.73;299.49;0;1,0;1;0;1
170.527;299.6;0;1,0;1;0;1
173.358;299.724;0;1,0;1;0;1
176.223;299.861;0;1,0;1;0;1
179.121;300.012;0;1,0;1;0;1
182.051;300.176;0;1,0;1;0;1
185.013;300.354;0;1,0;1;0;1
188.005;300.545;0;1,0;1;0;1
191.029;300.751;0;1,0;1;0;1
194.082;300.97;0;1,0;1;0;1
197.164;301.204;0;1,1;0;0;1
200.274;301.451;0;1,1;0;0;1
203.412;301.713;0;1,1;0;0;1
206.578;301.988;0;1,1;0;0;1
209.77;302.278;0;1,1;0;0;1
212.987;302.582;0;1,1;0;0;1
216.23;302.901;0;1,1;0;0;1
219.497;303.234;0;1,1;0;0;1
222.789;303.581;0;1,1;0;0;1
226.103;303.943;0;1,1;0;0;1
229.44;304.32;0;1,0;0;1;1
232.799;304.711;0;1,0;0;1;1
236.179;305.117;0;1,0;0;1;1
239.58;305.538;0;1,0;0;1;1
243;305.974;0;1,0;0;1;1
246.44;306.425;0;1,0;0;1;1
249.899;306.891;0;1,0;0;1;1
253.375;307.372;0;1,0;0;1;1
256.869;307.868;0;1,0;0;1;1
260.38;308.38;0;1,0;0;1;1
263.906;308.906;0;1,0;1;0;1
267.448;309.448;0;1,0;1;0;1
271.005;310.006;0;1,0;1;0;1
274.576;310.579;0;1,0;1;0;1
278.16;311.167;0;1,0;1;0;1
281.757;311.772;0;1,0;1;0;1
285.366;312.392;0;1,0;1;0;1
288.986;313.027;0;1,0;1;0;1
292.618;313.679;0;1,0;1;0;1
296.259;314.347;0;1,0;1;0;1
299.91;315.03;0;1,1;0;0;1
303.57;315.73;0;1,1;0;0;1
307.238;316.445;0;1,1;0;0;1
310.913;317.177;0;1,1;0;0;1
314.596;317.925;0;1,1;0;0;1
318.284;318.69;0;1,1;0;0;1
321.979;319.47;0;1,1;0;0;1
325.678;320.268;0;1,1;0;0;1
329.381;321.081;0;1,1;0;0;1
333.089;321.912;0;1,1;0;0;1
336.799;322.759;0;1,0;0;1;1
340.511;323.622;0;1,0;0;1;1
344.225;324.503;0;1,0;0;1;1
347.94;325.4;0;1,0;0;1;1
351.656;326.315;0;1,0;0;1;1
355.371;327.246;0;1,0;0;1;1
359.085;328.194;0;1,0;0;1;1
362.798;329.16;0;1,0;0;1;1
366.508;330.143;0;1,0;0;1;1
370.216;331.143;0;1,0;0;1;1
373.92;332.16;0;1,0;1;0;1
377.62;333.195;0;1,0;1;0;1
381.315;334.247;0;1,0;1;0;1
385.004;335.317;0;1,0;1;0;1
388.687;336.404;0;1,0;1;0;1
392.364;337.509;0;1,0;1;0;1
396.033;338.632;0;1,0;1;0;1
399.694;339.772;0;1,0;1;0;1
403.346;340.931;0;1,0;1;0;1
406.988;342.107;0;1,0;1;0;1
410.621;343.301;0;1,1;0;0;1
414.243;344.514;0;1,1;0;0;1
417.853;345.744;0;1,1;0;0;1
421.452;346.993;0;1,1;0;0;1
425.038;348.26;0;1,1;0;0;1
428.61;349.545;0;1,1;0;0;1
432.169;350.849;0;1,1;0;0;1
435.713;352.172;0;1,1;0;0;1
439.241;353.512;0;1,1;0;0;1
442.754;354.872;0;1,1;0;0;1
446.25;356.25;0;1,0;0;1;1
449.729;357.647;0;1,0;0;1;1
453.189;359.062;0;1,0;0;1;1
456.632;360.497;0;1,0;0;1;1
460.055;361.951;0;1,0;0;1;1
463.458;363.423;0;1,0;0;1;1
466.841;364.915;0;1,0;0;1;1
470.202;366.426;0;1,0;0;1;1
473.542;367.956;0;1,0;0;1;1
476.859;369.505;0;1,0;0;1;1
480.154;371.074;0;1,0;1;0;1
483.424;372.662;0;1,0;1;0;1
486.67;374.269;0;1,0;1;0;1
489.891;375.896;0;1,0;1;0;1
493.086;377.543;0;1,0;1;0;1
496.255;379.21;0;1,0;1;0;1
499.396;380.896;0;1,0;1;0;1
502.51;382.602;0;1,0;1;0;1
505.596;384.328;0;1,0;1;0;1
508.653;386.074;0;1,0;1;0;1
511.68;387.84;0;1,1;0;0;1
514.676;389.626;0;1,1;0;0;1
517.642;391.432;0;1,1;0;0;1
520.576;393.259;0;1,1;0;0;1
523.478;395.105;0;1,1;0;0;1
526.347;396.972;0;1,1;0;0;1
529.183;398.86;0;1,1;0;0;1
531.984;400.768;0;1,1;0;0;1
534.75;402.697;0;1,1;0;0;1
537.481;404.646;0;1,1;0;0;1
540.176;406.616;0;1,0;0;1;1
542.834;408.607;0;1,0;0;1;1
545.454;410.618;0;1,0;0;1;1
548.036;412.651;0;1,0;0;1;1
550.58;414.704;0;1,0;0;1;1
553.084;416.779;0;1,0;0;1;1
555.548;418.875;0;1,0;0;1;1
557.971;420.992;0;1,0;0;1;1
560.353;423.13;0;1,0;0;1;1
562.693;425.289;0;1,0;0;1;1
564.99;427.47;0;1,0;1;0;1
567.244;429.672;0;1,0;1;0;1
569.453;431.896;0;1,0;1;0;1
571.618;434.141;0;1,0;1;0;1
573.738;436.408;0;1,0;1;0;1
575.812;438.697;0;1,0;1;0;1
577.839;441.007;0;1,0;1;0;1
579.819;443.34;0;1,0;1;0;1
581.751;445.694;0;1,0;1;0;1
583.634;448.07;0;1,0;1;0;1
585.469;450.469;0;1,1;0;0;1
587.253;452.889;0;1,1;0;0;1
588.987;455.332;0;1,1;0;0;1
590.669;457.796;0;1,1;0;0;1
592.3;460.284;0;1,1;0;0;1
593.878;462.793;0;1,1;0;0;1
595.404;465.325;0;1,1;0;0;1
596.875;467.88;0;1,1;0;0;1
598.292;470.457;0;1,1;0;0;1
599.654;473.057;0;1,1;0;0;1
600.96;475.68;0;1,0;0;1;1
602.21;478.325;0;1,0;0;1;1
603.402;480.993;0;1,0;0;1;1
604.537;483.685;0;1,0;0;1;1
605.614;486.399;0;1,0;0;1;1
606.631;489.136;0;1,0;0;1;1
607.589;491.896;0;1,0;0;1;1
608.487;494.68;0;1,0;0;1;1
609.323;497.487;0;1,0;0;1;1
610.098;500.317;0;1,0;0;1;1
610.811;503.171;0;1,0;1;0;1
611.461;506.048;0;1,0;1;0;1
612.047;508.949;0;1,0;1;0;1
612.569;511.873;0;1,0;1;0;1
613.026;514.821;0;1,0;1;0;1
613.418;517.793;0;1,0;1;0;1
613.743;520.788;0;1,0;1;0;1
614.002;523.807;0;1,0;1;0;1
614.193;526.851;0;1,0;1;0;1
614.316;529.918;0;1,0;1;0;1
614.37;533.01;0;1,1;0;0;1
614.355;536.125;0;1,1;0;0;1
614.269;539.265;0;1,1;0;0;1
614.113;542.429;0;1,1;0;0;1
613.885;545.617;0;1,1;0;0;1
613.586;548.83;0;1,1;0;0;1
613.214;552.068;0;1,1;0;0;1
612.768;555.33;0;1,1;0;0;1
612.248;558.616;0;1,1;0;0;1
611.654;561.927;0;1,1;0;0;1
610.984;565.263;0;1,0;0;1;1
610.238;568.624;0;1,0;0;1;1
609.416;572.01;0;1,0;0;1;1
608.516;575.42;0;1,0;0;1;1
607.539;578.856;0;1,0;0;1;1
606.482;582.317;0;1,0;0;1;1
605.347;585.803;0;1,0;0;1;1
604.132;589.314;0;1,0;0;1;1
602.836;592.85;0;1,0;0;1;1
601.459;596.412;0;1,0;0;1;1
600;599.999;0;1,0;1;0;1
